STARTING NEW RUN
d,-0.95,136064
d,-0.76,136078
d,-0.76,136091
d,-0.86,136104
d,-0.90,136117
d,-0.79,136130
d,-1.11,136143
d,-1.05,136156
d,-0.79,136169
d,-1.01,136182
d,-1.00,136195
d,-0.62,136212
d,-0.34,136228
d,-0.90,136252
d,-1.06,136281
d,-1.18,136298
d,-0.34,136314
d,-0.25,136331
d,-0.65,136348
d,-0.91,136364
d,-0.59,136381
d,-0.73,136398
d,-1.18,136414
d,-0.88,136431
d,-0.79,136448
d,-0.90,136465
d,-1.15,136481
d,-0.98,136497
d,-0.94,136514
d,-0.72,136531
d,-1.06,136548
d,-0.82,136564
d,-0.75,136580
d,-0.88,136598
d,-0.90,136614
d,-0.97,136630
d,-0.45,136647
d,-0.92,136664
d,-0.98,136681
d,-0.49,136697
d,-0.85,136713
d,-1.02,136731
d,-1.22,136747
d,-0.79,136764
d,-0.92,136780
d,-0.92,136797
d,-1.04,136814
d,-0.79,136830
d,-1.07,136847
d,-0.74,136864
d,-0.79,136880
d,-0.78,136897
d,-1.04,136913
d,-0.74,136931
d,-0.79,136947
d,-1.22,136963
d,-0.93,136980
d,-0.96,136997
d,-0.73,137013
d,-0.85,137030
d,3.53,137046
d,42.65,137062
d,62.42,137079
d,54.89,137095
d,41.88,137112
d,39.43,137128
d,27.20,137146
d,30.00,137162
d,32.91,137178
d,46.50,137195
d,54.98,137212
d,56.51,137229
d,61.34,137245
d,70.47,137261
d,73.61,137279
d,79.34,137295
d,82.34,137311
d,88.40,137328
d,93.73,137345
d,99.83,137362
d,105.20,137378
d,106.69,137396
d,109.32,137414
d,117.78,137431
d,137.01,137449
d,144.97,137467
d,160.45,137485
d,165.56,137502
d,184.88,137519
d,193.76,137538
d,208.36,137555
d,225.52,137573
d,229.39,137590
d,225.36,137608
d,222.80,137626
d,217.17,137643
d,214.82,137661
d,207.16,137679
d,198.79,137696
d,174.39,137714
d,147.35,137732
d,132.80,137750
d,104.51,137767
d,95.64,137785
d,74.28,137802
d,59.78,137818
d,32.43,137835
d,17.88,137851
d,-1.38,137869
d,-0.73,137885
d,-0.67,137901
d,-0.21,137918
d,-0.16,137935
d,-0.25,137951
d,-0.41,137968
d,-0.47,137984
d,-0.72,138002
d,-1.08,138018
d,-0.68,138042
d,-0.47,138071
d,-0.29,138088
d,-0.72,138104
d,-0.81,138120
d,-0.93,138138
d,-0.66,138155
d,-0.81,138171
d,-1.19,138187
d,-0.94,138204
d,-1.08,138221
d,-1.19,138237
d,-1.10,138254
d,-0.86,138271
d,-0.57,138287
d,-0.53,138304
d,-0.81,138320
d,-0.75,138337
d,-0.84,138354
d,-0.63,138370
d,-0.82,138387
d,-0.59,138404
d,-0.60,138420
d,-0.99,138437
d,-0.65,138454
d,-0.79,138471
d,-0.54,138487
d,-0.86,138503
d,-0.55,138520
d,-0.68,138537
d,-0.80,138554
d,-0.65,138570
d,-0.67,138586
d,-0.96,138604
d,-0.41,138620
d,-0.70,138637
d,-1.26,138653
d,-0.86,138670
d,-1.02,138687
d,-0.76,138703
d,-0.41,138719
d,-0.78,138737
d,-0.75,138753
d,-0.66,138770
d,-0.46,138786
d,-0.72,138803
d,-0.86,138820
d,-0.62,138836
d,-0.89,138853
d,-0.55,138870
d,-0.83,138886
d,-0.78,138903
d,-0.69,138919
d,-0.71,138937
d,-0.67,138953
d,-0.97,138969
d,-0.75,138986
d,-0.59,139003
d,-0.68,139019
d,-0.70,139036
d,-0.93,139052
d,-0.76,139070
d,-0.78,139086
d,-0.86,139102
d,-0.67,139119
d,-0.71,139136
d,-0.38,139153
d,-0.84,139169
d,-0.74,139185
d,-0.78,139203
d,-0.96,139219
d,-0.89,139236
d,-0.67,139252
d,-0.64,139269
d,-0.53,139286
d,-0.81,139302
d,-0.93,139318
d,-0.53,139336
d,-0.66,139352
d,-0.52,139369
d,-0.63,139385
d,-0.95,139402
d,-0.63,139419
d,-0.65,139435
d,-0.44,139452
d,-0.19,139469
d,-0.39,139485
d,-0.59,139502
d,-0.95,139518
d,-0.69,139536
d,-0.78,139552
d,-0.79,139568
d,-0.84,139585
d,-1.18,139602
d,-0.76,139619
d,-0.81,139635
d,-0.57,139651
d,-0.29,139669
d,-0.22,139685
d,-0.51,139701
d,-0.59,139718
d,-0.82,139735
d,-0.65,139752
d,-0.88,139768
d,-0.81,139784
d,-0.55,139802
d,-1.04,139819
d,-0.98,139835
d,-1.06,139851
d,-0.73,139868
d,-0.66,139885
d,-0.47,139901
d,0.56,139918
d,17.72,139934
d,68.91,139950
d,53.16,139967
d,21.76,139983
d,20.45,140000
d,41.26,140017
d,57.52,140033
d,82.28,140050
d,92.37,140067
d,102.00,140083
d,121.20,140101
d,138.34,140118
d,136.91,140137
d,129.16,140154
d,132.49,140171
d,151.67,140189
d,162.31,140207
d,181.49,140225
d,203.99,140242
d,212.56,140261
d,219.37,140278
d,217.34,140295
d,218.52,140313
d,223.89,140338
d,213.37,140368
d,214.95,140385
d,226.39,140404
d,213.10,140429
d,213.75,140459
d,216.75,140477
d,219.77,140494
d,218.35,140511
d,223.23,140530
d,211.46,140547
d,211.43,140565
d,217.49,140582
d,220.12,140601
d,221.85,140618
d,216.05,140635
d,213.94,140653
d,216.06,140672
d,217.86,140689
d,219.01,140706
d,218.27,140724
d,217.82,140742
d,214.27,140759
d,216.01,140777
d,218.83,140795
d,219.25,140813
d,217.17,140830
d,215.71,140847
d,215.68,140866
d,218.98,140883
d,219.71,140901
d,218.12,140918
d,215.83,140936
d,216.41,140954
d,217.26,140971
d,218.10,140989
d,218.00,141007
d,218.00,141024
d,215.60,141042
d,215.13,141060
d,219.05,141078
d,220.21,141095
d,216.62,141113
d,216.16,141131
d,217.15,141148
d,217.71,141166
d,217.69,141184
d,218.27,141202
d,217.70,141219
d,215.50,141236
d,217.43,141254
d,218.72,141272
d,218.52,141290
d,217.31,141307
d,215.74,141326
d,216.15,141343
d,217.99,141360
d,218.46,141378
d,218.03,141396
d,215.46,141414
d,216.11,141431
d,217.91,141448
d,217.94,141467
d,217.73,141484
d,217.26,141502
d,216.91,141519
d,217.29,141537
d,218.20,141555
d,218.32,141572
d,217.67,141591
d,216.18,141608
d,217.48,141626
d,217.98,141643
d,218.03,141661
d,217.67,141679
d,216.73,141696
d,216.69,141714
d,217.72,141732
d,218.15,141749
d,217.39,141767
d,216.61,141784
d,216.83,141803
d,217.73,141820
d,217.86,141838
d,217.88,141856
d,217.61,141873
d,216.62,141891
d,217.43,141908
d,217.80,141927
d,217.84,141944
d,217.36,141961
d,217.00,141979
d,216.82,141997
d,216.89,142015
d,217.71,142032
d,218.66,142049
d,216.55,142068
d,217.09,142085
d,216.12,142103
d,217.33,142120
d,218.04,142139
d,217.66,142156
d,216.11,142173
d,219.52,142192
d,219.88,142209
d,216.50,142227
d,217.84,142244
d,217.29,142262
d,216.65,142280
d,215.29,142297
d,218.90,142315
d,216.41,142333
d,218.36,142351
d,217.23,142368
d,218.12,142385
d,215.90,142404
d,218.11,142422
d,217.30,142439
d,217.13,142457
d,216.72,142474
d,218.22,142492
d,216.69,142509
d,217.21,142528
d,217.06,142545
d,218.13,142563
d,217.05,142580
d,217.09,142598
d,217.51,142616
d,217.79,142633
d,217.33,142651
d,217.64,142669
d,217.00,142686
d,217.02,142704
d,217.19,142722
d,217.79,142746
d,217.65,142777
d,217.39,142795
d,216.42,142812
d,217.89,142830
d,218.33,142848
d,216.73,142866
d,216.86,142883
d,217.28,142900
d,217.56,142918
d,217.23,142936
d,218.34,142954
d,217.64,142971
d,217.26,142990
d,217.31,143007
d,217.62,143024
d,217.64,143042
d,217.52,143060
d,217.26,143078
d,217.19,143095
d,217.03,143112
d,217.57,143131
d,217.37,143148
d,217.15,143166
d,217.58,143183
d,217.78,143201
d,217.24,143219
d,217.55,143236
d,217.68,143255
d,217.40,143272
d,216.86,143290
d,217.61,143307
d,217.89,143325
d,216.95,143343
d,217.56,143360
d,217.76,143378
d,217.24,143396
d,217.03,143413
d,217.72,143431
d,217.48,143448
d,217.11,143467
d,217.28,143484
d,217.36,143502
d,217.06,143520
d,216.59,143537
d,217.51,143555
d,217.92,143572
d,216.33,143591
d,217.80,143608
d,218.25,143625
d,217.19,143643
d,216.76,143661
d,217.96,143679
d,217.78,143696
d,217.22,143713
d,217.28,143732
d,218.20,143749
d,216.95,143767
d,217.29,143784
d,217.42,143803
d,217.02,143820
d,216.14,143837
d,218.83,143856
d,217.99,143873
d,220.40,143891
d,223.13,143908
d,232.56,143926
d,235.10,143944
d,236.76,143961
d,231.76,143979
d,228.57,143997
d,230.50,144015
d,237.87,144032
d,253.52,144049
d,254.58,144068
d,243.85,144086
d,246.32,144103
d,254.96,144121
d,274.57,144138
d,279.33,144156
d,281.93,144173
d,285.30,144192
d,294.45,144209
d,303.02,144227
d,306.00,144244
d,311.54,144262
d,314.57,144280
d,324.26,144297
d,332.05,144315
d,351.05,144333
d,359.95,144350
d,366.38,144368
d,368.75,144386
d,386.89,144404
d,413.16,144421
d,421.96,144438
d,415.16,144457
d,403.08,144474
d,405.12,144492
d,427.04,144509
d,431.87,144528
d,423.52,144545
d,416.74,144562
d,415.73,144580
d,407.70,144598
d,412.39,144616
d,425.45,144633
d,422.56,144651
d,426.16,144669
d,422.24,144686
d,414.41,144704
d,419.55,144722
d,420.92,144740
d,412.89,144757
d,416.69,144774
d,421.82,144793
d,421.78,144811
d,419.78,144828
d,415.90,144845
d,417.82,144863
d,418.06,144881
d,417.73,144898
d,419.45,144916
d,422.71,144934
d,419.34,144952
d,410.90,144976
d,419.77,145007
d,418.72,145024
d,419.12,145042
d,428.44,145060
d,422.59,145077
d,415.06,145095
d,417.81,145112
d,414.81,145131
d,409.44,145148
d,416.08,145166
d,428.13,145184
d,424.27,145201
d,422.99,145219
d,419.80,145236
d,415.88,145255
d,416.22,145272
d,411.99,145289
d,417.78,145307
d,423.38,145325
d,424.59,145343
d,419.16,145360
d,417.75,145377
d,419.09,145396
d,419.25,145413
d,414.58,145431
d,414.55,145448
d,421.42,145467
d,422.69,145484
d,418.29,145501
d,416.71,145520
d,417.91,145537
d,419.23,145555
d,418.87,145572
d,419.24,145590
d,420.12,145608
d,419.02,145625
d,416.93,145643
d,415.58,145661
d,419.21,145679
d,420.33,145696
d,419.50,145713
d,419.02,145732
d,420.51,145750
d,421.29,145767
d,418.56,145785
d,415.35,145802
d,415.23,145820
d,419.96,145837
d,420.54,145856
d,420.03,145873
d,419.27,145891
d,418.77,145908
d,419.71,145926
d,418.64,145944
d,416.44,145961
d,416.73,145979
d,419.13,145997
d,419.16,146014
d,419.42,146032
d,418.40,146050
d,418.79,146068
d,420.30,146085
d,420.42,146102
d,417.80,146121
d,416.93,146138
d,416.85,146156
d,417.71,146173
d,419.40,146192
d,418.96,146209
d,419.16,146226
d,420.76,146244
d,421.21,146262
d,417.10,146280
d,415.18,146297
d,415.75,146315
d,420.38,146333
d,420.61,146350
d,419.63,146368
d,419.62,146386
d,420.30,146404
d,420.63,146421
d,416.12,146438
d,413.88,146457
d,416.96,146475
d,421.39,146492
d,421.36,146509
d,418.93,146527
d,418.54,146545
d,420.51,146562
d,417.56,146580
d,414.63,146598
d,416.36,146616
d,419.56,146633
d,421.25,146651
d,419.62,146669
d,417.84,146686
d,420.49,146704
d,420.42,146722
d,415.35,146739
d,414.99,146757
d,419.09,146774
d,420.55,146793
d,419.58,146810
d,418.82,146827
d,420.87,146845
d,425.70,146863
d,426.13,146881
d,430.51,146898
d,434.07,146917
d,431.14,146934
d,431.11,146951
d,428.68,146969
d,412.42,146987
d,403.18,147005
d,393.62,147022
d,392.41,147039
d,391.11,147058
d,388.77,147075
d,381.60,147093
d,372.99,147110
d,371.47,147129
d,371.09,147146
d,364.84,147163
d,341.49,147182
d,353.58,147200
d,322.45,147217
d,299.27,147234
d,273.96,147252
d,268.22,147270
d,275.88,147287
d,285.73,147305
d,264.79,147323
d,255.16,147341
d,230.45,147358
d,218.36,147375
d,199.78,147394
d,202.10,147411
d,207.59,147429
d,220.79,147447
d,219.89,147464
d,224.89,147482
d,222.83,147499
d,209.60,147518
d,215.43,147535
d,227.14,147552
d,205.49,147570
d,210.78,147588
d,228.55,147606
d,230.11,147623
d,210.69,147641
d,214.68,147659
d,214.15,147676
d,221.10,147694
d,227.75,147712
d,217.48,147730
d,216.65,147747
d,207.82,147764
d,217.59,147783
d,219.84,147800
d,219.93,147818
d,223.29,147835
d,208.93,147854
d,213.37,147871
d,219.70,147888
d,222.27,147906
d,218.45,147924
d,213.41,147942
d,215.97,147959
d,217.57,147976
d,220.09,147995
d,220.03,148012
d,217.07,148030
d,212.58,148048
d,214.96,148065
d,222.42,148083
d,218.28,148100
d,216.69,148119
d,215.09,148136
d,215.56,148154
d,219.65,148171
d,221.28,148189
d,216.71,148207
d,214.86,148224
d,216.45,148242
d,219.55,148260
d,219.56,148277
d,217.76,148295
d,214.75,148313
d,216.62,148331
d,219.08,148348
d,220.16,148366
d,217.38,148384
d,216.24,148401
d,215.87,148419
d,217.73,148436
d,219.33,148455
d,217.88,148472
d,215.99,148489
d,217.18,148507
d,218.56,148525
d,218.80,148543
d,219.88,148560
d,215.78,148579
d,215.98,148596
d,215.97,148613
d,220.50,148631
d,217.07,148649
d,217.95,148667
d,215.54,148684
d,218.59,148701
d,218.11,148720
d,220.11,148737
d,215.70,148755
d,216.89,148772
d,216.87,148790
d,218.88,148808
d,217.59,148825
d,217.85,148843
d,215.68,148861
d,218.07,148879
d,217.66,148896
d,219.16,148914
d,217.92,148932
d,217.53,148950
d,216.68,148967
d,218.87,148985
d,217.88,149002
d,217.41,149020
d,216.18,149037
d,216.65,149056
d,217.88,149073
d,218.81,149091
d,217.77,149108
d,217.07,149126
d,217.86,149144
d,217.22,149161
d,217.64,149180
d,218.08,149197
d,218.12,149214
d,217.59,149232
d,218.45,149250
d,217.47,149268
d,218.29,149285
d,217.20,149302
d,217.63,149321
d,217.69,149338
d,217.49,149356
d,217.57,149373
d,217.99,149392
d,217.23,149409
d,217.59,149426
d,217.66,149445
d,217.47,149462
d,222.29,149480
d,231.38,149497
d,233.42,149515
d,231.48,149533
d,237.47,149550
d,226.03,149568
d,221.73,149586
d,225.66,149604
d,223.32,149621
d,218.51,149638
d,214.97,149657
d,212.54,149675
d,220.28,149692
d,228.06,149710
d,234.27,149727
d,268.51,149745
d,287.56,149762
d,296.46,149781
d,265.03,149798
d,210.31,149816
d,201.49,149840
d,126.64,149871
d,88.79,149888
d,27.02,149905
d,-0.32,149922
d,-0.60,149938
d,-2.48,149955
d,-1.27,149971
d,-1.54,149989
d,-1.18,150005
d,-0.30,150021
d,-0.46,150038
d,-0.78,150055
d,-0.41,150072
d,-0.40,150088
d,-0.76,150104
d,-0.35,150122
d,-0.25,150138
d,-0.42,150154
d,-0.53,150171
d,-0.74,150188
d,-0.60,150205
d,-0.66,150221
d,-0.54,150237
d,-0.30,150255
d,-0.56,150272
d,-0.16,150288
d,-0.24,150304
d,-0.89,150321
d,-0.80,150338
d,-0.63,150354
d,-0.80,150371
d,-1.00,150388
d,-1.19,150404
d,-0.87,150421
d,-0.79,150437
d,-0.31,150454
d,-0.35,150471
d,-0.61,150487
d,-0.86,150504
d,-0.82,150521
d,-1.11,150537
d,-0.71,150554
d,-0.67,150571
d,-0.57,150588
d,-0.68,150604
d,-0.53,150620
d,-0.67,150637
d,-0.90,150654
d,-0.76,150671
d,-0.97,150687
d,-0.81,150703
d,-0.86,150721
d,-0.35,150737
d,-0.81,150753
d,-1.11,150770
d,-0.87,150787
d,-0.30,150804
d,-0.47,150820
d,-0.44,150836
d,-0.37,150854
d,-0.45,150870
d,-0.75,150887
d,-0.49,150903
d,-0.31,150920
d,-0.84,150937
d,-0.75,150953
