STARTING NEW RUN,,,,,,
d,226.39,149742,,,,
d,225.92,149756,,14,,
d,225.67,149769,,13,,17.78333333
d,226.32,149782,,13,,56.23242737
d,226.1,149795,,13,,
d,225.94,149808,,13,,
d,226,149821,,13,,
d,226.03,149834,,13,,
d,226.32,149848,,14,,
d,226,149866,,18,,
d,225.93,149884,,18,,
d,225.82,149902,,18,,
d,226.07,149919,,17,,
d,225.42,149936,,17,,
d,225.95,149955,,19,,
d,225.86,149972,,17,,
d,226.2,149990,,18,,
d,225.94,150007,,17,,
d,226.41,150025,,18,,
d,226.14,150043,,18,,
d,225.9,150060,,17,,
d,225.65,150079,,19,,
d,225.44,150096,,17,,
d,225.68,150113,,17,,
d,225.8,150131,,18,,
d,225.75,150149,,18,,
d,226.29,150167,,18,,
d,226.11,150184,,17,,
d,225.95,150202,,18,,
d,225.91,150220,,18,,
d,225.99,150237,,17,,
d,225.84,150255,,18,,
d,225.89,150272,,17,,
d,226.22,150291,,19,,
d,226.06,150308,,17,,
d,225.96,150325,,17,,
d,225.38,150344,,19,,
d,225.71,150361,,17,,
d,225.83,150379,,18,,
d,226.07,150396,,17,,
d,225.78,150415,,19,,
d,225.51,150432,,17,,
d,225.63,150449,,17,,
d,226.4,150467,,18,,
d,225.63,150486,,19,,
d,227.14,150503,,17,,
d,226.61,150520,,17,,
d,226.78,150537,,17,,
d,226.28,150556,,19,,
d,225.7,150573,,17,,
d,225.23,150591,,18,,
d,226.06,150609,,18,,
d,225.99,150627,,18,,
d,226.37,150644,,17,,
d,225.2,150661,,17,,
d,225.86,150680,,19,,
d,225.25,150697,,17,,
d,225.98,150715,,18,,
d,225.65,150732,,17,,
d,226.71,150750,,18,,
d,225.72,150768,,18,,
d,226.85,150785,,17,,
d,226.49,150803,,18,,
d,226.22,150821,,18,,
d,225.88,150838,,17,,
d,226.15,150856,,18,,
d,226.37,150873,,17,,
d,226.89,150892,,19,,
d,226.02,150909,,17,,
d,226.22,150927,,18,,
d,226.62,150945,,18,,
d,227.08,150962,,17,,
d,226.13,150980,,18,,
d,226.47,150998,,18,,
d,225.68,151016,,18,,
d,226.5,151033,,17,,
d,225.7,151050,,17,,
d,226.42,151068,,18,,
d,225.55,151093,,25,,
d,225.52,151123,,30,,
d,225.15,151142,,19,,
d,225.43,151159,,17,,
d,225.57,151176,,17,,
d,225.75,151194,,18,,
d,225.92,151212,,18,,
d,226.08,151230,,18,,
d,226.2,151247,,17,,
d,225.73,151264,,17,,
d,226.31,151283,,19,,
d,226.2,151300,,17,,
d,226.11,151318,,18,,
d,225.73,151335,,17,,
d,225.79,151354,,19,,
d,225.87,151371,,17,,
d,226.03,151388,,17,,
d,226.09,151406,,18,,
d,225.48,151424,,18,,
d,226.17,151442,,18,,
d,226.2,151459,,17,,
d,225.96,151477,,18,,
d,226.02,151495,,18,,
d,226.09,151512,,17,,
d,225.91,151530,,18,,
d,226.43,151548,,18,,
d,225.79,151566,,18,,
d,225.97,151583,,17,,
d,225.47,151600,,17,,
d,225.8,151619,,19,,
d,225.79,151636,,17,,
d,225.76,151654,,18,,
d,225.47,151671,,17,,
d,225.7,151689,,18,,
d,225.76,151707,,18,,
d,226.05,151724,,17,,
d,225.52,151743,,19,,
d,226.12,151767,,24,,
d,226.39,151797,,30,,
d,225.98,151815,,18,,
d,226.14,151833,,18,,
d,225.97,151851,,18,,
d,226.33,151868,,17,,
d,225.2,151886,,18,,
d,225.98,151903,,17,,
d,225.35,151921,,18,,
d,225.8,151938,,17,,
d,225.68,151957,,19,,
d,226.18,151974,,17,,
d,226.24,151992,,18,,
d,225.77,152010,,18,,
d,225.44,152027,,17,,
d,226.2,152045,,18,,
d,225.63,152062,,17,,
d,226.49,152081,,19,,
d,226.09,152098,,17,,
d,226.57,152115,,17,,
d,225.78,152133,,18,,
d,226.48,152151,,18,,
d,226.2,152169,,18,,
d,226.5,152186,,17,,
d,225.81,152203,,17,,
d,225.8,152222,,19,,
d,225.82,152239,,17,,
d,225.93,152257,,18,,
d,225.38,152275,,18,,
d,226.07,152293,,18,,
d,225.64,152310,,17,,
d,226.1,152327,,17,,
d,226.56,152346,,19,,
d,226.2,152363,,17,,
d,225.92,152381,,18,,
d,226.48,152398,,17,,
d,226.03,152416,,18,,
d,226.16,152434,,18,,
d,225.86,152451,,17,,
d,225.73,152469,,18,,
d,226.13,152487,,18,,
d,225.79,152505,,18,,
d,225.86,152522,,17,,
d,225.8,152540,,18,,
d,225.81,152558,,18,,
d,226.35,152576,,18,,
d,226.36,152593,,17,,
d,226.18,152611,,18,,
d,226.38,152628,,17,,
d,225.81,152646,,18,,
d,226.72,152663,,17,,
d,226.29,152682,,19,,
d,226.26,152699,,17,,
d,225.75,152717,,18,,
d,226.72,152734,,17,,
d,225.97,152752,,18,,
d,226.52,152770,,18,,
d,225.88,152787,,17,,
d,226.22,152806,,19,,
d,226.35,152823,,17,,
d,226.55,152840,,17,,
d,226.16,152858,,18,,
d,226.23,152876,,18,,
d,226.03,152894,,18,,
d,226.74,152911,,17,,
d,226.36,152928,,17,,
d,226.91,152947,,19,,
d,226.52,152964,,17,,
d,226.77,152982,,18,,
d,226.29,152999,,17,,
d,226.23,153018,,19,,
d,226.33,153035,,17,,
d,226.53,153052,,17,,
d,226.06,153070,,18,,
d,226.49,153095,,25,,
d,226.06,153125,,30,,
d,225.64,153144,,19,,
d,226.34,153161,,17,,
d,225.75,153178,,17,,
d,225.98,153196,,18,,
d,225.36,153214,,18,,
d,225.85,153232,,18,,
d,225.48,153249,,17,,
d,225.67,153266,,17,,
d,224.84,153285,,19,,
d,225.28,153302,,17,,
d,225.47,153320,,18,,
d,226.06,153338,,18,,
d,225.76,153355,,17,,
d,226.18,153373,,18,,
d,225.87,153390,,17,,
d,225.85,153409,,19,,
d,226.16,153426,,17,,
d,226.16,153444,,18,,
d,226.2,153461,,17,,
d,226.4,153479,,18,,
d,225.9,153497,,18,,
d,225.87,153515,,18,,
d,225.54,153532,,17,,
d,225.99,153550,,18,,
d,226.18,153567,,17,,
d,225.58,153585,,18,,
d,225.57,153602,,17,,
d,225.84,153621,,19,,
d,225.47,153638,,17,,
d,226.59,153656,,18,,
d,225.63,153674,,18,,
d,226.05,153691,,17,,
d,225.87,153709,,18,,
d,225.61,153726,,17,,
d,226.28,153745,,19,,
d,226.15,153762,,17,,
d,226.34,153779,,17,,
d,225.63,153797,,18,,
d,226.5,153815,,18,,
d,226.1,153833,,18,,
d,226.41,153850,,17,,
d,226.43,153867,,17,,
d,226.88,153886,,19,,
d,226.18,153903,,17,,
d,226.66,153921,,18,,
d,226.44,153939,,18,,
d,226.57,153957,,18,,
d,225.97,153974,,17,,
d,226.28,153991,,17,,
d,225.7,154010,,19,,
